id,answer
009013,ㄉㄨㄟˋ ㄩˊ ㄨˊ ㄌㄧˋ ㄎㄜˇ ㄊㄨˊ ㄉㄜ˙ ㄎㄜˋ ㄏㄨˋ ㄑㄩˇ ㄉㄠˋ ㄧㄝˊ ㄅㄚˇ ㄊㄚ ㄇㄣ˙ ㄑㄧㄚ ㄉㄨㄢˋ ㄌㄜ˙
009014,ㄇㄟˇ ㄐㄩㄋ ㄨㄟˋ ㄏㄜˊ ㄏㄞˊ ㄆㄡˋ ㄅㄨˋ ㄐㄧˊ ㄉㄞˋ ㄉㄜ˙ ㄧㄠˋ ㄉㄨㄥˋ ㄩㄥˋ ㄉㄧˋ ㄙˋ ㄅㄨˋ ㄅㄧㄥ ㄕ
009015,ㄦˊ ㄧˊ ㄇㄧㄣˊ ㄩˇ ㄍㄨㄢ ㄑㄧㄚˇ ㄐㄩˊ ㄧ ㄓㄢˇ ㄊㄞ ㄉㄧㄠˋ ㄔㄚˊ ㄓㄠˇ ㄨㄛˋ ㄌㄧㄤˇ ㄖㄣˊ ㄉㄜ˙ ㄗㄨㄟˋ ㄓㄥˋ
009016,ㄨㄟˋ ㄌㄜ˙ ㄉㄨㄛ ㄓㄥˋ ㄐㄧˇ ㄍㄜ˙ ㄈㄚˇ ㄌㄤˊ ㄊㄚ ㄇㄟˇ ㄓㄡ ㄔㄠ ㄈㄨˋ ㄏㄜˋ ㄉㄜ˙ ㄍㄨㄥ ㄗㄨㄛˋ
009017,ㄨㄟˋ ㄌㄜ˙ ㄖㄤˋ ㄓㄤˋ ㄈㄨ˙ ㄑㄧㄥ ㄑㄧㄥ ㄕㄨㄤˊ ㄕㄨㄤˇ ㄔㄤˊ ㄋㄩˇ ㄏㄞˊ ㄒㄩㄜˊ ㄏㄨㄟˋ ㄌㄜ˙ ㄌㄧˇ ㄈㄚˋ
009018,ㄓˇ ㄓ ㄉㄠˋ ㄆㄧˊ ㄇㄣˋ ㄔㄨㄣ ㄍㄨㄤ ㄌㄜ˙ ㄖㄣˊ ㄔㄨㄣ ㄍㄨㄤ ㄅㄨˊ ㄏㄨㄟˋ ㄩˇ ㄊㄚ ㄊㄨㄥˊ ㄒㄧㄥˊ
009019,ㄐㄩˋ ㄌㄧㄠˊ ㄐㄧㄝˇ ㄩˇ ㄩㄢˊ ㄍㄨㄥ ㄍㄨㄢˇ ㄕˋ ㄇㄧㄣˊ ㄍㄨㄥ ㄇㄧㄥˊ ㄧ ㄌㄧㄡˊ ㄐㄧㄢˋ ㄒㄩㄋˋ ㄉㄜ˙ ㄐㄧㄡˋ ㄐㄩ
009020,ㄏㄡˋ ㄇㄧㄢˋ ㄉㄜ˙ ㄏㄨㄚˋ ㄊㄚ ㄧˇ ㄐㄧㄥ ㄊㄧㄥ ㄅㄨˋ ㄉㄠˋ ㄌㄜ˙ ㄅㄨˋ ㄐㄧㄢˇ ㄈㄟˊ ㄧㄥˋ ㄎㄜˊ ㄙˇ
009021,ㄐㄧㄥ ㄏㄨㄣˊ ㄧˊ ㄎㄜˋ ㄍㄨㄛˋ ㄏㄡˋ ㄊㄚ ㄏㄨㄟˋ ㄒㄧㄤˊ ㄑㄧˇ ㄕˋ ㄉㄥ ㄕㄢ ㄓㄤˋ ㄇㄟˊ ㄋㄧㄥˊ ㄐㄧㄣˇ
009022,ㄒㄧ ㄕㄨㄟˇ ㄒㄧ ㄔㄣˊ ㄑㄩˋ ㄨ ㄏㄜˊ ㄧㄣ ㄅㄠˇ ㄏㄨˋ ㄓㄨˇ ㄐㄧ ㄊㄢˊ ㄉㄥˇ ㄍㄨㄥ ㄋㄥˊ
009023,ㄅㄟˋ ㄕㄜˋ ㄕㄚ ㄉㄨㄥ ㄅㄟˊ ㄏㄨˇ ㄉㄜ˙ ㄌㄠˇ ㄍㄨㄥ ㄐㄧˋ ㄇㄛˋ ㄉㄜ˙ ㄆㄚ ㄗㄞˋ ㄊㄧˇ ㄌㄨㄥˊ ㄋㄟˋ
009024,ㄧㄡˇ ㄕˊ ㄇㄤˊ ㄑㄧˋ ㄌㄞˊ ㄌㄜ˙ ㄇㄟˊ ㄌㄧㄥˊ ㄑㄧㄢˊ ㄧˋ ㄌㄧㄢˊ ㄐㄧˇ ㄊㄧㄢ ㄉㄡ ㄅㄨˋ ㄕㄡˊ ㄨㄛˇ ㄑㄧㄢˊ
009025,ㄔㄥˊ ㄑㄧ ㄙˋ ㄧ ㄌㄨˋ ㄍㄢˊ ㄏㄨㄛˇ ㄔㄜ ㄉㄜ˙ ㄔㄥˊ ㄎㄜˋ ㄗㄨㄟˋ ㄏㄠˇ ㄊㄧˊ ㄙㄠˇ ㄔㄨ ㄈㄚ
009026,ㄧㄡˇ ㄒㄧㄝ ㄐㄧㄚ ㄖㄨˋ ㄌㄜ˙ ㄅㄤˋ ㄅㄤˇ ㄐㄩㄋ
009027,ㄉㄢˋ ㄊㄚ ㄉㄜ˙ ㄏㄣˇ ㄓ ㄔˊ ㄩㄣˊ ㄒㄩˋ ㄨㄛˊ ㄅㄚˇ ㄓㄜˋ ㄐㄧˋ ㄏㄨㄚˋ ㄈㄤˋ ㄉㄠˋ ㄨㄤˇ ㄓㄢˋ ㄕㄤˋ
009028,ㄧˋ ㄑㄧㄢˊ ㄙㄨㄛˇ ㄅㄢˋ ㄉㄜ˙ ㄓㄢˊ ㄌㄢˊ ㄉㄥˇ ㄅㄨˋ ㄕㄨˇ ㄩˊ ㄍㄨˋ ㄍㄨㄥ ㄍㄨㄢˊ ㄌㄧˇ
009029,ㄉㄢˋ ㄕˋ ㄐㄧㄚˋ ㄅㄠˋ ㄨㄚ˙ ㄊㄚ ㄧㄝˊ ㄧㄡˊ ㄋㄩˇ ㄉㄜ˙ ㄉㄢˋ ㄋㄢˊ ㄉㄜ˙ ㄉㄜ˙ ㄕˊ ㄏㄡˋ
009030,ㄑㄧ ㄐㄧㄢ ㄋㄧㄡ ㄋㄧㄡ˙ ㄧˋ ㄓˊ ㄉㄚˋ ㄎㄨ ㄉㄢˋ ㄉㄢˋ ㄇㄡˇ ㄇㄟˊ ㄧㄡˇ ㄊㄧㄥˊ ㄕㄡˇ
009031,ㄅㄧㄥ ㄒㄩㄜˇ ㄕㄤˋ ㄨㄟˋ ㄖㄨㄥˊ ㄏㄨㄚˋ ㄔㄨㄥˊ ㄐㄧㄢˋ ㄉㄧㄢˋ ㄨㄤˇ ㄉㄜ˙ ㄅㄨˋ ㄈㄚˊ ㄧˇ ㄎㄞ ㄑㄧˇ
009032,ㄈㄚ ㄒㄧㄢˋ ㄍㄨㄥ ㄗㄨㄛˋ ㄖㄣˊ ㄩㄢˊ ㄊㄞˋ ㄉㄨˋ ㄇㄢˊ ㄏㄥˋ ㄉㄜ˙ ㄧㄠˋ ㄧㄢˊ ㄐㄧㄚ ㄔㄥˊ ㄔㄨˇ
009033,ㄋㄚˋ ㄒㄧㄝ ㄒㄧˇ ㄏㄨㄢ ㄊㄧㄠˊ ㄉㄧㄢˇ ㄇㄠˊ ㄅㄧㄥˋ ㄕㄨㄛ ㄉㄧㄢˇ ㄒㄧㄢˊ ㄏㄨㄚˋ ㄉㄜ˙ ㄖㄣˊ ㄧㄝˇ ㄏㄨㄚˋ ㄅㄨˋ ㄉㄨㄛ
009034,ㄧㄡˊ ㄩˊ ㄏㄨㄛˊ ㄔㄤˇ ㄕㄤˋ ㄈㄥ ㄌㄧˋ ㄅㄨˊ ㄉㄨㄢˋ ㄐㄧㄚˋ ㄉㄚˋ ㄧㄡˋ ㄐㄧㄚ ㄙㄨˋ ㄌㄜ˙ ㄎㄜˇ ㄖㄢˊ ㄨˋ ㄖㄣˊ ㄕㄠ
009035,ㄎㄨㄞˋ ㄗㄡˇ ㄉㄠˋ ㄉㄧˋ ㄅㄧㄢ ㄕˊ ㄩㄢˊ ㄩㄢˇ ㄎㄢˋ ㄉㄠˋ ㄉㄧˋ ㄌㄥˊ ㄏㄡˋ ㄍㄜˋ ㄓㄜˇ ㄧˊ ㄐㄧㄢˋ ㄏㄨㄚ ㄧ ㄕㄤˋ
009036,ㄈㄟˋ ㄑㄧˋ ㄓㄨ ㄖㄡˋ ㄗㄞˋ ㄊㄨˇ ㄍㄨㄛˋ ㄌㄧˇ ㄠˊ ㄌㄧㄢˋ ㄏㄟ ㄙㄨㄟˋ ㄉㄜ˙ ㄓㄨ ㄧㄡˊ ㄌㄧㄡˊ ㄉㄠˋ ㄊㄨㄥˇ ㄌㄧˋ
009037,ㄖㄨˊ ㄐㄧㄣ ㄍㄜˊ ㄑㄧˇ ㄧˋ ㄉㄜ˙ ㄓㄨㄤ ㄕˋ ㄍㄨㄥ ㄙ ㄗㄡˇ ㄌㄨˋ ㄌㄜ˙ ㄓㄥˋ ㄍㄨㄟˇ ㄕㄥ ㄐㄧˋ ㄨˊ ㄧㄡ
009038,ㄌㄨㄢˊ ㄗˇ ㄕˋ ㄘㄨㄥˊ ㄐㄧ ㄧㄣ ㄎㄨˋ ㄊㄧㄠˋ ㄒㄨㄢˇ ㄉㄜ˙ ㄌㄞˊ ㄗ˙ ㄧˊ ㄍㄜˋ ㄋㄧˋ ㄇㄧㄥˊ ㄉㄜ˙ ㄋㄩˇ ㄗ˙
009039,ㄉㄢˋ ㄖㄨˊ ㄍㄨㄛˇ ㄑㄩㄜˋ ㄈㄚˊ ㄗ ㄐㄧㄣ ㄑㄩㄜˋ ㄏㄣˇ ㄋㄢˊ ㄒㄧˋ ㄧㄣˇ ㄧㄡ ㄒㄧㄡˋ ㄉㄜ˙ ㄖㄨㄢˇ ㄐㄧㄝˋ ㄖㄣˊ ㄘㄞˊ
009040,ㄦˋ ㄧㄤˋ ㄏㄨㄚˋ ㄌㄧㄡˊ ㄊㄧㄢ ㄐㄧㄚ ㄗㄞˋ ㄕˊ ㄆㄧㄣˇ ㄓㄨㄥ ㄓㄨㄟˇ ㄧㄠˋ ㄑㄧˇ ㄆㄧㄠˇ ㄅㄞˊ ㄏㄜˊ ㄈㄤˊ ㄈㄨˇ ㄗㄨㄛˋ ㄩㄥˋ
009041,ㄧˊ ㄨㄟˋ ㄕˋ ㄇㄧㄣˊ ㄕㄨㄛ ㄐㄧㄥ ㄒㄧㄥˇ ㄏㄡˋ ㄊㄧㄥ ㄐㄧㄢˋ ㄌㄜ˙ ㄈㄤˊ ㄨ ㄅㄟˋ ㄧㄠˊ ㄉㄨㄥˋ ㄉㄜ˙ ㄓ ㄓ ㄕㄥ
009042,ㄐㄧㄝˊ ㄍㄨㄛˇ ㄧㄣ ㄘˇ ㄇㄟˊ ㄔㄡˇ ㄐㄧㄢˋ ㄑㄧㄢˊ ㄇㄧㄢˋ ㄉㄜ˙ ㄉㄧㄢˋ ㄒㄧㄢˋ ㄍㄢ ㄗ˙ ㄧˋ ㄊㄡˊ ㄗㄞˋ ㄕㄤˋ ㄌㄜ˙
009043,ㄘㄜˋ ㄐㄧㄥˇ ㄐㄧㄣˋ ㄕㄨˋ ㄉㄨㄟˋ ㄕˊ ㄧㄡˇ ㄎㄢˋ ㄊㄢˋ ㄉㄜ˙ ㄒㄧㄠˋ ㄌㄩˋ ㄏㄜˊ ㄓˋ ㄌㄧㄤˋ ㄓˊ ㄍㄨㄢ ㄓㄨㄥˋ ㄧㄠˋ
009044,ㄧㄡˇ ㄖㄣˊ ㄈㄚ ㄔㄨ ㄓㄜˋ ㄧㄤˋ ㄉㄜ˙ ㄧˊ ㄨㄣˋ ㄈㄢˋ ㄉㄨˊ ㄓˋ ㄗㄠˋ ㄐㄧㄚˇ ㄧㄠˋ ㄇㄟˊ ㄧㄡˊ ㄖㄣˊ ㄍㄨㄢˇ ㄇㄚ˙
009045,ㄇㄟˇ ㄊㄧㄢ ㄉㄚˋ ㄅㄨˋ ㄈㄣˋ ㄕˊ ㄐㄧㄢ ㄊㄚ ㄉㄡ ㄉㄞˋ ㄗㄞˋ ㄒㄧㄡˋ ㄐㄧㄚˋ ㄑㄧㄢˊ ㄇㄞˊ ㄊㄡˊ ㄒㄧㄡˋ ㄏㄨㄚ
009046,ㄦˊ ㄉㄠˋ ㄒㄧㄚˋ ㄐㄧˋ ㄏㄡˋ ㄋㄧㄠˊ ㄅㄟˇ ㄈㄟ ㄧㄡˋ ㄎㄜˇ ㄋㄥˊ ㄗㄞˋ ㄧㄚˋ ㄓㄡ ㄅㄟˇ ㄅㄨˋ ㄉㄞˋ ㄌㄞˊ ㄧˋ ㄑㄧㄥˊ
009047,ㄅㄧ ㄗㄜˋ ㄉㄜ˙ ㄏㄢˋ ㄉㄠˋ ㄌㄧㄤˇ ㄆㄤˊ ㄌㄧㄣˊ ㄌㄧˋ ㄓㄜ˙ ㄒㄧㄠˊ ㄕㄡˇ ㄍㄨㄥ ㄗㄨㄛ ㄈㄤ˙ ㄉㄜ˙ ㄓㄠ ㄆㄞ˙
009048,ㄉㄢˋ ㄕˋ ㄒㄧㄢˋ ㄕˋ ㄓㄨㄥ ㄗㄨㄟˋ ㄓㄨㄥ ㄧˋ ㄅㄢ ㄉㄡ ㄋㄢˊ ㄧˇ ㄏㄨㄛˋ ㄉㄜ˙ ㄎㄨㄢ ㄩˋ ㄉㄜ˙ ㄆㄟˊ ㄔㄤˊ
009049,ㄕㄥ ㄏㄞˊ ㄗ˙ ㄧㄝˊ ㄏㄣˇ ㄌㄟˋ ㄧㄚ˙ ㄅㄨˊ ㄧㄠˋ ㄗㄞˋ ㄧˋ ㄕˋ ㄕㄨㄟˊ ㄉㄜ˙ ㄌㄜ˙ ㄏㄠˇ ㄇㄚ˙
009050,ㄓㄥˋ ㄕˋ ㄓㄜˋ ㄓㄨㄥˋ ㄇㄧㄥˊ ㄉㄜ˙ ㄈㄥ ㄓㄥˋ ㄕˇ ㄧㄢˋ ㄔㄥˊ ㄐㄧㄡˋ ㄌㄜ˙ ㄊㄚ ㄉㄧㄢˋ ㄒㄩㄜˊ ㄓ ㄈㄨˋ ㄉㄜ˙ ㄉㄧˋ ㄨㄟˋ
009051,ㄓㄨㄥ ㄒㄧㄢˋ ㄧㄡˊ ㄌㄧㄤˇ ㄑㄧㄢ ㄙㄢ ㄅㄞˋ ㄋㄧㄢˊ ㄌㄧˋ ㄕ˙ ㄕˋ ㄅㄚ ㄨㄣˊ ㄏㄨㄚˋ ㄈㄚ ㄒㄧㄤˊ ㄉㄧˋ
009052,ㄧㄡˇ ㄕˊ ㄓㄨㄛ ㄗ˙ ㄕㄤˋ ㄕㄨ ㄏㄨㄥˊ ㄌㄜ˙ ㄧㄢˇ ㄩˊ ㄌㄜˋ ㄔㄥˊ ㄌㄡˋ ㄑㄧˋ ㄧㄝˇ ㄅㄨˋ ㄏㄠˇ
009053,ㄨㄛˇ ㄏㄞˊ ㄇㄟˊ ㄧㄤˇ ㄍㄨㄛˋ ㄔㄨˇ ㄨˋ ㄋㄜ˙ ㄅㄨˊ ㄍㄨㄛˋ ㄉㄠˋ ㄕˋ ㄏㄣˊ ㄒㄧㄤˇ ㄔㄤˊ ㄕˋ ㄧˊ ㄒㄧㄚˋ
009054,ㄐㄩˋ ㄒㄧ ㄌㄠˇ ㄊㄞˋ ㄊㄞˋ ㄉㄨˊ ㄗˋ ㄧˋ ㄖㄣˊ ㄐㄩ ㄓㄨˋ ㄕㄣ ㄅㄧㄢ ㄨˊ ㄖㄣˊ ㄓㄠˋ ㄍㄨˋ
009055,ㄅㄞˇ ㄇㄧㄥˊ ㄐㄧㄤ ㄐㄩㄋˋ ㄓˊ ㄕㄨˋ ㄧˇ ㄔㄥˊ ㄨㄟˊ ㄧˋ ㄨˋ ㄓˊ ㄕㄨˋ ㄏㄨㄛˊ ㄉㄨㄥˋ ㄉㄜ˙ ㄉㄧㄢˇ ㄈㄢˋ
009056,ㄏㄢˊ ㄐㄧㄚˋ ㄗㄨㄛˋ ㄧㄝˋ ㄅㄧㄢˋ ㄌㄜ˙ ㄨㄟˋ ㄉㄡ ㄕˋ ㄍㄨㄥ ㄌㄧˋ ㄕˊ ㄩㄥˋ ㄓㄨˇ ㄧ ㄖㄜˋ ㄉㄜ˙ ㄏㄨㄛˋ
009057,ㄧㄡˇ ㄘˋ ㄆㄥˊ ㄧㄡ˙ ㄧˋ ㄑㄧˊ ㄉㄚˇ ㄇㄚˊ ㄐㄧㄤˋ ㄙㄢ ㄑㄩㄜ ㄧ ㄧㄡˇ ㄍㄜ˙ ㄆㄥˊ ㄧㄡ˙ ㄉㄞˋ ㄍㄜ˙ ㄅㄨˊ ㄖㄣˋ ㄕˋ ㄉㄜ˙ ㄆㄥˊ ㄧㄡ˙ ㄌㄞˊ ㄨㄛˇ ㄇㄣˊ ㄨㄣˋ ㄊㄚ ㄨㄟˋ ㄨㄢˊ ㄇㄜ˙
009058,ㄌㄧㄡˊ ㄒㄧㄢ ㄕㄥ˙ ㄐㄩㄜˊ ㄉㄜ˙ ㄅㄨˊ ㄉㄨㄟˋ ㄐㄧㄣˋ ㄒㄧㄢˋ ㄎㄞ ㄅㄟˋ ㄗˇ ㄧˊ ㄎㄢˋ ㄨㄤˊ ㄏㄨㄟˋ ㄧˇ ㄐㄧㄥ ㄉㄨㄢˋ ㄑㄧˋ ㄙㄨㄟˊ ㄐㄧˊ ㄅㄠˋ ㄐㄧㄥˇ
009059,ㄗˋ ㄐㄧˇ ㄎㄢˋ ㄎㄢˋ ㄋㄧˇ ㄓㄜˋ ㄉㄨˋ ㄗ˙ ㄋㄚˇ ㄒㄧㄤˊ ㄦˋ ㄕˋ ㄐㄧˇ ㄙㄨㄟˋ ㄙˋ ㄨˇ ㄕˊ ㄙㄨㄟˋ ㄉㄡ ㄅㄨˋ ㄓˇ ㄅㄚ˙
009060,ㄅㄧㄝˊ ㄐㄩˇ ㄙㄤˋ ㄏㄨㄛˊ ㄔㄨ ㄑㄧㄥ ㄘㄞˇ ㄘㄞˊ ㄕˋ ㄉㄨㄟˋ ㄈㄥˇ ㄘˋ ㄗㄨㄟˋ ㄏㄠˇ ㄉㄜ˙ ㄏㄨㄢˊ ㄐㄧ ㄉㄨㄣ ㄒㄧㄚˋ ㄌㄞ˙ ㄍㄟˇ ㄗˋ ㄐㄧˇ ㄧˊ ㄍㄜ˙ ㄩㄥ ㄅㄠˋ
009061,ㄗㄨㄛˊ ㄖˋ ㄅㄟˇ ㄐㄧㄥ ㄧㄠˋ ㄧㄡˋ ㄏㄨㄟˋ ㄎㄞ ㄇㄨˋ ㄕˋ ㄉㄠˊ ㄧㄢˇ ㄓ ㄧ ㄉㄜ˙ ㄨㄤˊ ㄔㄤˊ ㄍㄜ ㄊㄡˋ ㄌㄨˋ ㄌㄜ˙ ㄓㄜˋ ㄧˋ ㄒㄧㄠ ㄒㄧ˙
009062,ㄖㄨˊ ㄐㄧㄤ ㄈㄨˋ ㄩˋ ㄉㄜ˙ ㄉㄧㄢˋ ㄌㄧˋ ㄇㄞˋ ㄍㄟˇ ㄍㄨㄛˊ ㄐㄧㄚ ㄉㄧㄢˋ ㄈㄤˇ ㄅㄧˇ ㄓㄨㄥˋ ㄉㄧˋ ㄉㄜ˙ ㄒㄧㄠˋ ㄧˋ ㄧㄠˋ ㄊㄧˊ ㄍㄠ ㄏㄠˇ ㄉㄨㄛ ㄅㄟˋ
009063,ㄊㄧㄥ ㄉㄠˋ ㄘˇ ㄏㄨㄚˋ ㄐㄧㄝˊ ㄇㄡˇ ㄏㄜˊ ㄏㄢˊ ㄇㄡˇ ㄏㄣˇ ㄑㄧˋ ㄈㄢˋ
009064,ㄖㄣˊ ㄇㄣ˙ ㄏㄜˋ ㄨㄛˇ ㄇㄣ˙ ㄏㄞˊ ㄋㄥˊ ㄗㄞˋ ㄎㄞ ㄉㄚˋ ㄌㄨㄥˊ ㄊㄡˊ ㄖㄤˋ ㄑㄧㄥ ㄌㄧㄥˊ ㄌㄧㄥˊ ㄉㄜ˙ ㄗˋ ㄌㄞˊ ㄕㄨㄟˇ ㄓㄡˋ ㄧㄝˋ ㄔㄤˊ ㄌㄧㄡˊ ㄇㄚ˙
009065,ㄑㄧˋ ㄐㄧㄣ ㄨㄟˊ ㄓˇ ㄊㄚ ㄖㄥˊ ㄖㄢˊ ㄅㄧˇ ㄍㄥ ㄅㄨˊ ㄔㄨㄛˋ
009066,ㄨㄛˇ ㄍㄨㄟ ㄋㄩ˙ ㄖㄠˋ ㄨㄛˊ ㄍㄟˇ ㄊㄚ ㄇㄞˊ ㄏㄠˇ ㄔ ㄉㄜ˙ ㄋㄜ˙
009067,ㄔㄠ ㄕˋ ㄌㄧˇ ㄑㄩㄜˋ ㄔㄠˊ ㄇㄧˊ ㄈㄣˇ ㄇㄞˋ ㄉㄜ˙ ㄅㄨˊ ㄘㄨㄛˋ
009068,ㄓㄨ ㄖㄨㄥˊ ㄐㄧ ㄊㄨㄥˊ ㄓˋ ㄍㄢˇ ㄉㄠˋ ㄧㄡˊ ㄏㄣˇ ㄉㄚˋ ㄧㄚ ㄌㄧˋ
009069,ㄍㄨㄥ ㄋㄟˋ ㄓㄥˇ ㄐㄧㄝˊ ㄌㄧˋ ㄙㄨㄛˋ ㄌㄤˊ ㄓㄨㄥˋ ㄇㄣˊ ㄔㄨㄤ ㄧㄢˇ ㄙㄜˋ ㄒㄧㄢ ㄧㄢˋ ㄐㄧˇ ㄇㄧㄥˊ ㄉㄧㄢˋ ㄍㄨㄥ ㄓㄥˋ ㄗㄞˋ ㄨㄟˊ ㄒㄧㄡ ㄒㄧㄢˋ ㄌㄨˋ
009070,ㄉㄥ ㄕㄤˋ ㄇㄛˊ ㄊㄧㄢ ㄌㄨㄣˊ ㄧㄡˊ ㄎㄜˋ ㄇㄣ˙ ㄋㄥˊ ㄈㄨˇ ㄎㄢˋ ㄗˋ ㄧㄡˊ ㄋㄩˇ ㄕㄢˊ ㄒㄧㄤˋ ㄊㄧㄠˋ ㄨㄤˋ ㄇㄢˋ ㄏㄚ ㄉㄨㄣˋ ㄊㄧㄢ ㄐㄧˋ ㄒㄧㄢˋ
009071,ㄓㄜˋ ㄕˋ ㄗㄤˋ ㄇㄧㄣˊ ㄉㄜ˙ ㄉㄧㄥˊ ㄌㄧˇ
009072,ㄗㄞˋ ㄕㄨㄛ ㄌㄜ˙ ㄨㄛˇ ㄅㄚ˙ ㄕㄨㄛˇ ㄐㄧˊ ㄏㄨㄢˊ ㄍㄟˊ ㄋㄩˇ ㄨㄛˇ ㄅㄨˋ ㄐㄧㄡˋ ㄕˋ ㄗˋ ㄊㄡˊ ㄌㄨㄛˊ ㄨㄤˇ ㄨㄛˊ ㄕㄚˇ ㄧㄚ˙
009073,ㄉㄨㄟˋ ㄩˊ ㄕㄤˋ ㄕㄨˋ ㄊㄡˊ ㄗ ㄊㄧㄢ ㄌㄞˋ ㄙˋ ㄉㄜ˙ ㄙㄥ ㄖㄣˊ ㄇㄣ˙ ㄅㄧㄠˇ ㄕˋ ㄧˋ ㄨˊ ㄙㄨㄛˇ ㄓ
009074,ㄓˇ ㄕˋ ㄙㄢ ㄧ ㄈㄤˋ ㄋㄧㄢˋ ㄎㄨˇ ㄩˊ ㄇㄟˊ ㄧㄡˇ ㄑㄩㄜˋ ㄗㄠˊ ㄓㄥˋ ㄐㄩˋ
